user,timestamp,commentText,vegan_y/n,likes,hasReplies,replies.commentText
Tova Skogström,1551544531705,You could’ve chosen “normal” looking vegans as well. This just makes people look weirder at vegan people. Most just dress like the “meat eaters”.,0,0,FALSE,
Kadre W,1551544531707,The vegans looks so vegany,0,0,FALSE,
ִ,1551544531709,"all diets are the right diets when everyone dies in the end., eat whatever.",0,0,FALSE,
Yung Al-Ghazali,1551544531710,when you see someone with friends and you don't have a friend 1:11,0,0,FALSE,
Edzon Solis,1551544531712,These people are a bunch of pussies 😂😂,0,0,FALSE,
HarryHog12341,1551544531723,Vegan: L,0,0,FALSE,
AllSmiles413,1551544531725,These comments are hilarious,0,0,FALSE,
4ElementGirl,1551544531727,Anyone hear a fart-like noise at 6:46 ish?,0,0,FALSE,
Сосиска в тесте,1551544531729,Watching this and eating a hotdog lmfao,0,0,FALSE,
TheLyonKing5,1551544532574,"That vegan girl who was shitting on capitalism is definitely a commie. Remember the soviets, how do you think they were eating. If we were communist or socialist we would not have the opportunity to be vegan, but even still, meat is the most delicious thing ever so...",0,0,FALSE,
Vera Manifests,1551544532575,Cool,0,1,FALSE,
Tanner Eady,1551544532577,"1:28 ""Why should we have a pet that's a dog rather than eat the dog?""


cuts to asian guy",0,921,TRUE,
PenelopePoppins,1551544532579,That blond vegan lady is soooo over the Top!,0,0,FALSE,
Niki91-HR,1551544532581,I respect Vegans and I also understand certain points of their views BUT what I hate how many of them try to force their lifestyle on others. I wont stop eating meat but I did reduce it. And I think we can still eat meat and find other solutions for certain problems.,0,0,FALSE,
emaan,1551544532583,holy crap the bandana dude and the girl make vegans look so bad lmao,0,0,FALSE,
Maia Rodriguez,1551544532584,"Ugh, why did they get the most touchy-feels hipster vegans?",0,0,FALSE,
Elena Seigel,1551544532597,These vegans are why everyone shits on vegans. I never met a vegan even remotely like these people,0,0,FALSE,
Lia B,1551544532599,"I've been vegan for four years and that girl is hella annoying, jeez",1,0,FALSE,
Swagger Nuggetz,1551544532601,“the issue is capitalism”,0,0,FALSE,
LateNight Laughs,1551544532603,it annoys me how every one who doesnt agree with eating meat automatically thinks the animal had a traumatic death or was beatin before it died..like us meat eaters are savages.. there is a humane way of killing. and we are also apart of the food chain.. just like any other animal who eats another animal.. or some animal who happen to have humans on the menu.. are they going to bash animals for eating meat?,0,0,FALSE,
Amelia Guy,1551544532605,I hate the blonde vegan she is annoying,0,0,FALSE,
makayla,1551544532606,I cringe when she runs into argue,0,0,FALSE,
ASAYousef,1551544532608,I'M RUNNING INNNNN........,0,0,FALSE,
Weezz Weezz,1551544532610,Why are we the only animals that shouldn’t eat other animals?,0,0,FALSE,
Emily Sullivan,1551544532611,ugh I really wish they would have put more different types of vegans on here...,1,0,FALSE,
Amanda Wolf,1551544532613,She is soooo annoying,0,0,FALSE,
Eva,1551544532615,the guy with the braids is pissing me off,0,0,FALSE,
Emma Williamson,1551544532617,Yeah the girl was kind of rude and annoying but I don’t understand why all you intellectual superior people have to comment on the fact that she’s a feminist/woman. That has nothing to do with it.,0,0,FALSE,
J.s .n,1551544532618,Vegane are eating up the rain forest btw ☹️,0,0,FALSE,
Niamh,1551544533970,"The hamburger/lentil argument the obnoxious girl had was laughable, to go get a VEGAN hamburger is so much more than a £1 McDonald's one.",0,0,FALSE,
Niamh,1551544533972,You can tell they're vegan just by looking at them,0,1,FALSE,
Jessica Forever,1551544533974,The vegans where so intense like calm down,0,0,FALSE,
Michael Yates,1551544533975,All vegans are bitches honestly,0,0,FALSE,
Miki Tereszko,1551544533977,Notice how everyone on the left uses mob tactics,0,2,FALSE,
Alex L,1551544533979,forgot there reds as well,0,0,FALSE,
Alex L,1551544533980,I like how all the vegans are hippies,0,0,FALSE,
Hjalle W,1551544533982,When that motherfucker with the braids blamed it on capitalism I died internally.,0,0,FALSE,
Klapsi und Mühli live aus der Klaps,1551544533984,As  a vegan I can't deal with the garbage the vegan fraction presents,1,0,FALSE,
Vali X,1551544533998,People value animals life more than humans anyways soo..,0,0,FALSE,
kimmie,1551544534003,"lmao being vegan is something only richer people could afford in america.....fact is vegans are actually whores of capitalism 🧐 blondie compared a meal to LENTILS i literally CAN'T, the vegan alternatives to regular products are always three or even more times expensive....also vegans like these two musty whites pretend that non-vegans can't be healthy that's actually such a toxic mindset and its really tiring, vegans usually take alot of suppliments etc that you don't need when you're on a non vegan diet but they're always right i guess 🙄",0,0,FALSE,
Vatian,1551544534005,"Meat eaters: LiONs eat MeAt, YA knOW",1,0,FALSE,
sneh ratna,1551544534007,"If you eat avocados, chances are you're not really a vegan because animals are used unfairly while farming. The same reason you can't have honey. So essentially being a vegan, you have to keep narrowing down the food choices you have. I understand we should consume less meat and vegetarianism is an option but not veganism.",0,0,FALSE,
Sarah Hunter,1551544534009,Why they pick these vegans,0,0,FALSE,
kookie Jar,1551544534011,4:05 tf was that,0,0,FALSE,
Vexcarius,1551544534012,"So vegans are mostly ladies, and soyboys.... got it.",0,0,FALSE,
HeartLead Wanderlust,1551544534014,"Broader spectrum, maybe? Throw in a meat eater/southerner/hunter/farmer/raw vegan/vegetarian/pescatarian???",0,3,FALSE,
otaku poop,1551544534016,Dat gurl is crazy lol,0,0,FALSE,
André E.B.,1551544534017,Sometimes I feel like Texas (Except Austin) and California aren’t in the same country.,0,4,TRUE,
Kaizal,1551544534020,"Humans being on top of the food chain is a fact, you can act as if it wasn't, but that doesn't mean anything.",0,0,FALSE,
Oreally O Reilly,1551544535013,I hate vegans because majority of them are pussys. And ugly also ugly,0,0,FALSE,
Mr. Placenta,1551544535015,I don't think the mountain lion would care if it killed you.,0,0,FALSE,
Leif Erikson,1551544535017,I could tell who and who wasn't the vegan from the thumbnail. Putting in captions wasn't necessary.,0,0,FALSE,
Mr Memrman,1551544535018,"Vegans Check List
White or Gay Hair:Check
Nose Piercing:Check
Says My Way Is The Right Way:Check",0,0,FALSE,
LoveClea,1551544535020,Normally the people on these are super respectful but these vegans had no respect to hear the other side,0,0,FALSE,
Bubbly Brook,1551544535022,hippies......,0,0,FALSE,
Bubbly Brook,1551544535024,who else cld tell who was vegan and meat eater before they started talking,0,0,FALSE,
Hidden Light,1551544535026,that lady tho...,0,0,FALSE,
Ben Santos,1551544535027,Did a pretty bad job of portraying vegans as anything other than the stereotypical vegan. Could’ve gotten someone who didn’t give people an immediate mindset or opinion based on appearance alone.,1,0,FALSE,
Jesus Christ,1551544535029,The black dude with the hat's eyebrows sksksksksjshsksksk,0,0,FALSE,
Elizabeth J,1551544535031,"I couldn’t even get through half of this video, I want to hit that vegan girl in the face with a brick. I think animals should be humanly killed but if not, oh well. I’ll never stop eating meat.",0,0,FALSE,
emeraldquartz,1551544535032,"To be vegan doesn't mean you're healthy, to be healthy is more expensive for sure. Organic food and local meats and produce tends to be more (and is absolutely more healthy than the larger companies). I would recommend reading the omnivores dilemma, it's a great book :).",0,0,FALSE,
Uniporg Life,1551544535034,"Here is a thought trees have feelings they bleed sap. Vegetables have sensors, animals and humans bleed. 
In my opinion there is no way to be “Vegan” you can be a non meat and animal byproducts eater but not really  “Vegan”
All love 💓",0,0,FALSE,
Maggie Shelton,1551544535036,Criiinnngggyyyy,0,0,FALSE,
ItzzCpt 》,1551544535038,I swear vegans and Flat earthers are related,0,100,TRUE,
rabiikah,1551544535040,Can y’all like chill ? Even though the girl was annoying it doesn’t make it less true that the words she was saying were FACTS. Go vegan. ❤️,1,0,FALSE,
Ashleigh Johnson,1551544535042,"So. I eat meat. Because I'm a omnivores....like all humans are. But I don't ONLY eat meat. I eat fruit and vegetables. But meat isn't bad for the body. If it was, then we would've evolved to not eat meat",0,0,FALSE,
Marvel VS DC,1551544535043,"""I don't think the question is are we on top of the food chain"" .... Umm, yea. It atcually was the question 🤣",0,228,TRUE,
Marvel VS DC,1551544535045,"Who else could tell the girl in the picture in the thumbnail was one if the vegans before you even stsrted the video ??? 

Edit: Now that I'm 30 seconds in the video I could have told you which ones were the vegans, just by the way they looked and dressed 😆😆😆😆

And the dude didn't even know what a good chain is 🤣, ""it's just a chart that some dude put humans on top"" 😆😆😆",0,43,FALSE,
Johnidude,1551544535047,“Capitalism is the problem!”  When does Socialism have this thing called food?,0,0,TRUE,
MANIKIN,1551544536564,Lesbians are just dick vegans,0,1,FALSE,
Raul Avalos,1551544536566,most cringed video yall produced.,0,0,FALSE,
Johanna Cowell,1551544536568,"My brother is vegan and i've cut out red meat because i feel better. I honestly wish i had the discipline and stuff to be vegan, but anyway. I agree with vegan people, i've met a bunch and seen documentries and i've never met anyone who talks and acts like those three vegan people. I feel like they're the stereotypical vegans that annoy people for being  too extra.",1,0,FALSE,
greg greg,1551544536569,"i am a vegan and i believe in activism, because i think it is a very important message. however, i do not like how these vegans (especially the woman) debate. like, she was always interrupting, running over and overall just being extremely loud. all the meat eaters were left with by the end was just like 'i spoke to this crazy vegan woman today lol', instead of actually learning something or having something to think about. they didn't have very good arguments and just seemed to make the opposing side aggravated. i would have handled it very differently",1,281,TRUE,
Suggles,1551544536572,"""tHe iSsUe iS cApiTaLiSM"" oh my god shush",0,0,FALSE,
Matty Gamble,1551544536573,"""There arent lions, we live in *downtown LA*."" was the funniest bit in the whole episode.",0,0,FALSE,
SunnyDays,1551544536575,I’m sorry but being vegan doesn’t instantly mean you’ll live longer or that your more healthy,0,0,FALSE,
Jack,1551544536577,"""I would feel aweful killing an animal"". Oh really that's interesting because I suppose you don't know that hundreds of hectares of the Amazon rain forest are cut down every day just so your precious soy plant can meet the demands of the west. In this process 100 of species loss the habitats and uncontacted tribes get gunned down. 

Also did you happen know that every time you turn or your lights, wich are powered by electricity, your indirectly killing animals because of the fossil files that had to be burnt to give you that electricity. Wich causes coral bleaching and and the destruction of polar habitats.

What I'm saying is even if you are vegan. It's impossible to live a mordern lifestyle without indirectly harming funa and flora. 

You need to get woke soy boi.",0,135,TRUE,
Jѳдїё 1278,1551544536579,Why do they act like meat is unhealthy lol,0,0,FALSE,
Pacmonster Games,1551544536581,I’d try an go vegan if there were fast vegan restaurants or something similar that delivered but there isn’t so eh,1,0,FALSE,
